timestamp,event,details,image_path
2025-11-13T13:26:32.296818,alarm,Fire (heuristic),detections\alarm_20251113_132632_286530.jpg
2025-11-13T13:26:32.480198,alarm,Fire (heuristic),detections\alarm_20251113_132632_470603.jpg
2025-11-13T13:26:32.494217,record_end,,detections\clip_20251113_132624.mp4
2025-11-13T13:26:32.677709,alarm,Fire (heuristic),detections\alarm_20251113_132632_669199.jpg
2025-11-13T13:26:32.683981,record_start,Fire (heuristic),detections\clip_20251113_132632.mp4
2025-11-13T13:26:32.881429,alarm,Fire (heuristic),detections\alarm_20251113_132632_871872.jpg
2025-11-13T13:26:33.104017,alarm,Fire (heuristic),detections\alarm_20251113_132633_095164.jpg
2025-11-13T13:26:33.279868,alarm,Fire (heuristic),detections\alarm_20251113_132633_270772.jpg
2025-11-13T13:26:33.445914,alarm,Fire (heuristic),detections\alarm_20251113_132633_436352.jpg
2025-11-13T13:26:33.629186,alarm,Fire (heuristic),detections\alarm_20251113_132633_620340.jpg
2025-11-13T13:26:33.836106,alarm,Fire (heuristic),detections\alarm_20251113_132633_825140.jpg
2025-11-13T13:26:34.047928,alarm,Fire (heuristic),detections\alarm_20251113_132634_038883.jpg
2025-11-13T13:26:34.234198,alarm,Fire (heuristic),detections\alarm_20251113_132634_223586.jpg
2025-11-13T13:26:34.488089,alarm,Fire (heuristic),detections\alarm_20251113_132634_478462.jpg
2025-11-13T13:26:34.739457,alarm,Fire (heuristic),detections\alarm_20251113_132634_728577.jpg
2025-11-13T13:26:35.016706,alarm,Fire (heuristic),detections\alarm_20251113_132635_006670.jpg
2025-11-13T13:26:35.218053,alarm,Fire (heuristic),detections\alarm_20251113_132635_207286.jpg
2025-11-13T13:26:35.413597,alarm,Fire (heuristic),detections\alarm_20251113_132635_400154.jpg
2025-11-13T13:26:35.679803,alarm,Fire (heuristic),detections\alarm_20251113_132635_669810.jpg
2025-11-13T13:26:35.938555,alarm,Fire (heuristic),detections\alarm_20251113_132635_927299.jpg
2025-11-13T13:26:36.156760,alarm,Fire (heuristic),detections\alarm_20251113_132636_147044.jpg
2025-11-13T13:26:36.371459,alarm,Fire (heuristic),detections\alarm_20251113_132636_361211.jpg
2025-11-13T13:26:36.636027,alarm,Fire (heuristic),detections\alarm_20251113_132636_624896.jpg
2025-11-13T13:26:36.939537,alarm,Fire (heuristic),detections\alarm_20251113_132636_926913.jpg
2025-11-13T13:26:37.184308,alarm,Fire (heuristic),detections\alarm_20251113_132637_174107.jpg
2025-11-13T13:26:37.435772,alarm,Fire (heuristic),detections\alarm_20251113_132637_422667.jpg
2025-11-13T13:26:37.696425,alarm,Fire (heuristic),detections\alarm_20251113_132637_686127.jpg
2025-11-13T13:26:37.985307,alarm,Fire (heuristic),detections\alarm_20251113_132637_973296.jpg
2025-11-13T13:26:38.226993,alarm,Fire (heuristic),detections\alarm_20251113_132638_212990.jpg
2025-11-13T13:26:38.513251,alarm,Fire (heuristic),detections\alarm_20251113_132638_499644.jpg
2025-11-13T13:26:38.767835,alarm,Fire (heuristic),detections\alarm_20251113_132638_756197.jpg
2025-11-13T13:26:39.359690,alarm,Fire (heuristic),detections\alarm_20251113_132639_346675.jpg
2025-11-13T13:26:39.760769,alarm,Fire (heuristic),detections\alarm_20251113_132639_749254.jpg
2025-11-13T13:26:40.103387,alarm,Fire (heuristic),detections\alarm_20251113_132640_090727.jpg
2025-11-13T13:26:40.345843,alarm,Fire (heuristic),detections\alarm_20251113_132640_334094.jpg
2025-11-13T13:26:40.616400,alarm,Fire (heuristic),detections\alarm_20251113_132640_605058.jpg
2025-11-13T13:26:41.232830,alarm,Fire (heuristic),detections\alarm_20251113_132641_220297.jpg
2025-11-13T13:26:41.252630,record_end,,detections\clip_20251113_132632.mp4
2025-11-13T13:26:41.467270,alarm,Fire (heuristic),detections\alarm_20251113_132641_454872.jpg
2025-11-13T13:26:41.472274,record_start,Fire (heuristic),detections\clip_20251113_132641.mp4
2025-11-13T13:26:42.097248,alarm,Fire (heuristic),detections\alarm_20251113_132642_084989.jpg
2025-11-13T13:26:42.309817,alarm,Fire (heuristic),detections\alarm_20251113_132642_299042.jpg
2025-11-13T13:26:42.882010,alarm,Fire (heuristic),detections\alarm_20251113_132642_870677.jpg
2025-11-13T13:26:43.121758,alarm,Fire (heuristic),detections\alarm_20251113_132643_108616.jpg
2025-11-13T13:26:43.337811,alarm,Fire (heuristic),detections\alarm_20251113_132643_314573.jpg
2025-11-13T13:26:43.593278,alarm,Fire (heuristic),detections\alarm_20251113_132643_582519.jpg
2025-11-13T13:26:43.822523,alarm,Fire (heuristic),detections\alarm_20251113_132643_810161.jpg
2025-11-13T13:26:44.066512,alarm,Fire (heuristic),detections\alarm_20251113_132644_055175.jpg
2025-11-13T13:26:44.259889,alarm,Fire (heuristic),detections\alarm_20251113_132644_248890.jpg
2025-11-13T13:26:44.481178,alarm,Fire (heuristic),detections\alarm_20251113_132644_469570.jpg
2025-11-13T13:26:44.694839,alarm,Fire (heuristic),detections\alarm_20251113_132644_682590.jpg
2025-11-13T13:26:44.954010,alarm,Fire (heuristic),detections\alarm_20251113_132644_943367.jpg
2025-11-13T13:26:45.157705,alarm,Fire (heuristic),detections\alarm_20251113_132645_144960.jpg
2025-11-13T13:26:45.342654,alarm,Fire (heuristic),detections\alarm_20251113_132645_330893.jpg
2025-11-13T13:26:45.568010,alarm,Fire (heuristic),detections\alarm_20251113_132645_553646.jpg
2025-11-13T13:26:45.818044,alarm,Fire (heuristic),detections\alarm_20251113_132645_806980.jpg
2025-11-13T13:26:46.041611,alarm,Fire (heuristic),detections\alarm_20251113_132646_030278.jpg
2025-11-13T13:26:46.212466,alarm,Fire (heuristic),detections\alarm_20251113_132646_202121.jpg
2025-11-13T13:26:46.378605,alarm,Fire (heuristic),detections\alarm_20251113_132646_367596.jpg
2025-11-13T13:26:46.580929,alarm,Fire (heuristic),detections\alarm_20251113_132646_569360.jpg
2025-11-13T13:26:46.772427,alarm,Fire (heuristic),detections\alarm_20251113_132646_762032.jpg
2025-11-13T13:26:46.964958,alarm,Fire (heuristic),detections\alarm_20251113_132646_954942.jpg
2025-11-13T13:26:47.157675,alarm,Fire (heuristic),detections\alarm_20251113_132647_145257.jpg
2025-11-13T13:26:47.350763,alarm,Fire (heuristic),detections\alarm_20251113_132647_339376.jpg
2025-11-13T13:26:47.576034,alarm,Fire (heuristic),detections\alarm_20251113_132647_563931.jpg
2025-11-13T13:26:47.798963,alarm,Fire (heuristic),detections\alarm_20251113_132647_787175.jpg
2025-11-13T13:26:48.044197,alarm,Fire (heuristic),detections\alarm_20251113_132648_032724.jpg
2025-11-13T13:26:48.282592,alarm,Fire (heuristic),detections\alarm_20251113_132648_271998.jpg
2025-11-13T13:26:48.517070,alarm,Fire (heuristic),detections\alarm_20251113_132648_505972.jpg
2025-11-13T13:26:48.749185,alarm,Fire (heuristic),detections\alarm_20251113_132648_735768.jpg
2025-11-13T13:26:48.996754,alarm,Fire (heuristic),detections\alarm_20251113_132648_985227.jpg
2025-11-13T13:26:49.212356,alarm,Fire (heuristic),detections\alarm_20251113_132649_201579.jpg
2025-11-13T13:26:49.388287,alarm,Fire (heuristic),detections\alarm_20251113_132649_377503.jpg
2025-11-13T13:26:49.595201,alarm,Fire (heuristic),detections\alarm_20251113_132649_583457.jpg
2025-11-13T13:26:49.608085,record_end,,detections\clip_20251113_132641.mp4
2025-11-13T13:26:49.832832,alarm,Fire (heuristic),detections\alarm_20251113_132649_820687.jpg
2025-11-13T13:26:49.841817,record_start,Fire (heuristic),detections\clip_20251113_132649.mp4
2025-11-13T13:26:50.110916,alarm,Fire (heuristic),detections\alarm_20251113_132650_097782.jpg
2025-11-13T13:26:50.399147,alarm,Fire (heuristic),detections\alarm_20251113_132650_377992.jpg
2025-11-13T13:26:50.764355,alarm,Fire (heuristic),detections\alarm_20251113_132650_731694.jpg
2025-11-13T13:26:51.247291,alarm,Fire (heuristic),detections\alarm_20251113_132651_225290.jpg
2025-11-13T13:26:51.686872,alarm,Fire (heuristic),detections\alarm_20251113_132651_652109.jpg
2025-11-13T13:26:52.294324,alarm,Fire (heuristic),detections\alarm_20251113_132652_266724.jpg
2025-11-13T13:26:52.842088,alarm,Fire (heuristic),detections\alarm_20251113_132652_812997.jpg
2025-11-13T13:26:53.354805,alarm,Fire (heuristic),detections\alarm_20251113_132653_320052.jpg
2025-11-13T13:26:53.839530,alarm,Fire (heuristic),detections\alarm_20251113_132653_808848.jpg
2025-11-13T13:26:54.389735,alarm,Fire (heuristic),detections\alarm_20251113_132654_366495.jpg
2025-11-13T13:26:54.882241,alarm,Fire (heuristic),detections\alarm_20251113_132654_852690.jpg
2025-11-13T13:26:55.374204,alarm,Fire (heuristic),detections\alarm_20251113_132655_351254.jpg
2025-11-13T13:26:55.871892,alarm,Fire (heuristic),detections\alarm_20251113_132655_841353.jpg
2025-11-13T13:26:56.823314,alarm,Fire (heuristic),detections\alarm_20251113_132656_801163.jpg
2025-11-13T13:26:57.280971,alarm,Fire (heuristic),detections\alarm_20251113_132657_245274.jpg
2025-11-13T13:26:58.232908,record_end,,detections\clip_20251113_132649.mp4
2025-11-13T13:26:58.757357,alarm,Fire (heuristic),detections\alarm_20251113_132658_731437.jpg
2025-11-13T13:26:58.773128,record_start,Fire (heuristic),detections\clip_20251113_132658.mp4
2025-11-13T13:26:59.178858,alarm,Fire (heuristic),detections\alarm_20251113_132659_154875.jpg
2025-11-13T13:26:59.539786,alarm,Fire (heuristic),detections\alarm_20251113_132659_518461.jpg
2025-11-13T13:27:00.129782,alarm,Fire (heuristic),detections\alarm_20251113_132700_100139.jpg
2025-11-13T13:27:00.618276,alarm,Fire (heuristic),detections\alarm_20251113_132700_582436.jpg
2025-11-13T13:27:01.081923,alarm,Fire (heuristic),detections\alarm_20251113_132701_057544.jpg
2025-11-13T13:27:01.545045,alarm,Fire (heuristic),detections\alarm_20251113_132701_516973.jpg
2025-11-13T13:27:02.003292,alarm,Fire (heuristic),detections\alarm_20251113_132701_973291.jpg
2025-11-13T13:27:02.410057,alarm,Fire (heuristic),detections\alarm_20251113_132702_384869.jpg
2025-11-13T13:27:02.741009,alarm,Fire (heuristic),detections\alarm_20251113_132702_721690.jpg
2025-11-13T13:27:03.097927,alarm,Fire (heuristic),detections\alarm_20251113_132703_071235.jpg
2025-11-13T13:27:03.477172,alarm,Fire (heuristic),detections\alarm_20251113_132703_453065.jpg
2025-11-13T13:27:03.829576,alarm,Fire (heuristic),detections\alarm_20251113_132703_807460.jpg
2025-11-13T13:27:04.173449,alarm,Fire (heuristic),detections\alarm_20251113_132704_156014.jpg
2025-11-13T13:27:04.523235,alarm,Fire (heuristic),detections\alarm_20251113_132704_495030.jpg
2025-11-13T13:27:04.866789,alarm,Fire (heuristic),detections\alarm_20251113_132704_846857.jpg
2025-11-13T13:27:05.216553,alarm,Fire (heuristic),detections\alarm_20251113_132705_196595.jpg
2025-11-13T13:27:05.560741,alarm,Fire (heuristic),detections\alarm_20251113_132705_534374.jpg
2025-11-13T13:27:05.956637,alarm,Fire (heuristic),detections\alarm_20251113_132705_934937.jpg
2025-11-13T13:27:06.306525,alarm,Fire (heuristic),detections\alarm_20251113_132706_281159.jpg
2025-11-13T13:27:06.709547,alarm,Fire (heuristic),detections\alarm_20251113_132706_684983.jpg
2025-11-13T13:27:07.194814,alarm,Fire (heuristic),detections\alarm_20251113_132707_173022.jpg
2025-11-13T13:27:07.217131,record_end,,detections\clip_20251113_132658.mp4
2025-11-13T13:27:07.599144,alarm,Fire (heuristic),detections\alarm_20251113_132707_572188.jpg
2025-11-13T13:27:07.610778,record_start,Fire (heuristic),detections\clip_20251113_132707.mp4
2025-11-13T13:27:08.135548,alarm,Fire (heuristic),detections\alarm_20251113_132708_108305.jpg
2025-11-13T13:27:08.499042,alarm,Fire (heuristic),detections\alarm_20251113_132708_481849.jpg
2025-11-13T13:27:08.863744,alarm,Fire (heuristic),detections\alarm_20251113_132708_846767.jpg
2025-11-13T13:27:09.276099,alarm,Fire (heuristic),detections\alarm_20251113_132709_250304.jpg
2025-11-13T13:27:09.809983,alarm,Fire (heuristic),detections\alarm_20251113_132709_783866.jpg
2025-11-13T13:27:10.226256,alarm,Fire (heuristic),detections\alarm_20251113_132710_202447.jpg
2025-11-13T13:27:10.662121,alarm,Fire (heuristic),detections\alarm_20251113_132710_636258.jpg
2025-11-13T13:27:11.046205,alarm,Fire (heuristic),detections\alarm_20251113_132711_025201.jpg
2025-11-13T13:27:11.525808,alarm,Fire (heuristic),detections\alarm_20251113_132711_504921.jpg
2025-11-13T13:27:12.065444,alarm,Fire (heuristic),detections\alarm_20251113_132712_044295.jpg
2025-11-13T13:27:12.626620,alarm,Fire (heuristic),detections\alarm_20251113_132712_595938.jpg
2025-11-13T13:27:13.155754,alarm,Fire (heuristic),detections\alarm_20251113_132713_138047.jpg
2025-11-13T13:27:13.563791,alarm,Fire (heuristic),detections\alarm_20251113_132713_536058.jpg
2025-11-13T13:27:14.042297,alarm,Fire (heuristic),detections\alarm_20251113_132714_013965.jpg
2025-11-13T13:27:14.483598,alarm,Fire (heuristic),detections\alarm_20251113_132714_463332.jpg
2025-11-13T13:27:14.844848,alarm,Fire (heuristic),detections\alarm_20251113_132714_825886.jpg
2025-11-13T13:27:15.305092,alarm,Fire (heuristic),detections\alarm_20251113_132715_288226.jpg
2025-11-13T13:27:15.746974,alarm,Fire (heuristic),detections\alarm_20251113_132715_719562.jpg
2025-11-13T13:27:15.771202,record_end,,detections\clip_20251113_132707.mp4
2025-11-13T13:27:16.189742,alarm,Fire (heuristic),detections\alarm_20251113_132716_171184.jpg
2025-11-13T13:27:16.199322,record_start,Fire (heuristic),detections\clip_20251113_132716.mp4
2025-11-13T13:27:16.552765,alarm,Fire (heuristic),detections\alarm_20251113_132716_536035.jpg
2025-11-13T13:27:17.070347,alarm,Fire (heuristic),detections\alarm_20251113_132717_045121.jpg
2025-11-13T13:27:17.548565,alarm,Fire (heuristic),detections\alarm_20251113_132717_528984.jpg
2025-11-13T13:27:17.954866,alarm,Fire (heuristic),detections\alarm_20251113_132717_932631.jpg
2025-11-13T13:27:18.326800,alarm,Fire (heuristic),detections\alarm_20251113_132718_303731.jpg
2025-11-13T13:27:18.671920,alarm,Fire (heuristic),detections\alarm_20251113_132718_656994.jpg
2025-11-13T13:27:18.999905,alarm,Fire (heuristic),detections\alarm_20251113_132718_982385.jpg
2025-11-13T13:27:19.347619,alarm,Fire (heuristic),detections\alarm_20251113_132719_321737.jpg
2025-11-13T13:27:19.633288,alarm,Fire (heuristic),detections\alarm_20251113_132719_612806.jpg
2025-11-13T13:27:19.970129,alarm,Fire (heuristic),detections\alarm_20251113_132719_951499.jpg
2025-11-13T13:27:20.254013,alarm,Fire (heuristic),detections\alarm_20251113_132720_236086.jpg
2025-11-13T13:27:20.583948,alarm,Fire (heuristic),detections\alarm_20251113_132720_563284.jpg
2025-11-13T13:27:20.870842,alarm,Fire (heuristic),detections\alarm_20251113_132720_853477.jpg
2025-11-13T13:27:21.146479,alarm,Fire (heuristic),detections\alarm_20251113_132721_129519.jpg
2025-11-13T13:27:21.408666,alarm,Fire (heuristic),detections\alarm_20251113_132721_390973.jpg
2025-11-13T13:27:21.722897,alarm,Fire (heuristic),detections\alarm_20251113_132721_704420.jpg
2025-11-13T13:27:22.061548,alarm,Fire (heuristic),detections\alarm_20251113_132722_046083.jpg
2025-11-13T13:27:22.340648,alarm,Fire (heuristic),detections\alarm_20251113_132722_325237.jpg
2025-11-13T13:27:22.669335,alarm,Fire (heuristic),detections\alarm_20251113_132722_650888.jpg
2025-11-13T13:27:22.974866,alarm,Fire (heuristic),detections\alarm_20251113_132722_958021.jpg
2025-11-13T13:27:23.265364,alarm,Fire (heuristic),detections\alarm_20251113_132723_250292.jpg
2025-11-13T13:27:23.547837,alarm,Fire (heuristic),detections\alarm_20251113_132723_529887.jpg
2025-11-13T13:27:23.844048,alarm,Fire (heuristic),detections\alarm_20251113_132723_828020.jpg
2025-11-13T13:27:24.150926,alarm,Fire (heuristic),detections\alarm_20251113_132724_133735.jpg
2025-11-13T13:27:24.421712,alarm,Fire (heuristic),detections\alarm_20251113_132724_405007.jpg
2025-11-13T13:27:24.443088,record_end,,detections\clip_20251113_132716.mp4
2025-11-13T13:27:24.703281,alarm,Fire (heuristic),detections\alarm_20251113_132724_685454.jpg
2025-11-13T13:27:24.714284,record_start,Fire (heuristic),detections\clip_20251113_132724.mp4
2025-11-13T13:27:25.004070,alarm,Fire (heuristic),detections\alarm_20251113_132724_988164.jpg
2025-11-13T13:27:25.239319,alarm,Fire (heuristic),detections\alarm_20251113_132725_224561.jpg
2025-11-13T13:27:25.484923,alarm,Fire (heuristic),detections\alarm_20251113_132725_467528.jpg
2025-11-13T13:27:25.741460,alarm,Fire (heuristic),detections\alarm_20251113_132725_724796.jpg
2025-11-13T13:27:26.011298,alarm,Fire (heuristic),detections\alarm_20251113_132725_996945.jpg
2025-11-13T13:27:26.248571,alarm,Fire (heuristic),detections\alarm_20251113_132726_230530.jpg
2025-11-13T13:27:26.509170,alarm,Fire (heuristic),detections\alarm_20251113_132726_493476.jpg
2025-11-13T13:27:26.786787,alarm,Fire (heuristic),detections\alarm_20251113_132726_775742.jpg
2025-11-13T13:27:27.064130,alarm,Fire (heuristic),detections\alarm_20251113_132727_048315.jpg
2025-11-13T13:27:27.303957,alarm,Fire (heuristic),detections\alarm_20251113_132727_287372.jpg
